center,left,right,steering,throttle,brake,speed
IMG/center_2017_06_28_00_54_07_705.jpg,IMG/left_2017_06_28_00_54_07_705.jpg,IMG/right_2017_06_28_00_54_07_705.jpg,0,1,0,30.18741
IMG/center_2017_06_28_00_54_07_776.jpg,IMG/left_2017_06_28_00_54_07_776.jpg,IMG/right_2017_06_28_00_54_07_776.jpg,0,1,0,30.1898
IMG/center_2017_06_28_00_54_07_845.jpg,IMG/left_2017_06_28_00_54_07_845.jpg,IMG/right_2017_06_28_00_54_07_845.jpg,0,1,0,30.19016
IMG/center_2017_06_28_00_54_07_912.jpg,IMG/left_2017_06_28_00_54_07_912.jpg,IMG/right_2017_06_28_00_54_07_912.jpg,0,1,0,30.19025
IMG/center_2017_06_28_00_54_08_008.jpg,IMG/left_2017_06_28_00_54_08_008.jpg,IMG/right_2017_06_28_00_54_08_008.jpg,0,1,0,30.19034
IMG/center_2017_06_28_00_54_08_075.jpg,IMG/left_2017_06_28_00_54_08_075.jpg,IMG/right_2017_06_28_00_54_08_075.jpg,-0.2,1,0,30.18035
IMG/center_2017_06_28_00_54_08_143.jpg,IMG/left_2017_06_28_00_54_08_143.jpg,IMG/right_2017_06_28_00_54_08_143.jpg,-0.35,1,0,30.16393
IMG/center_2017_06_28_00_54_08_212.jpg,IMG/left_2017_06_28_00_54_08_212.jpg,IMG/right_2017_06_28_00_54_08_212.jpg,0,1,0,30.17913
IMG/center_2017_06_28_00_54_08_283.jpg,IMG/left_2017_06_28_00_54_08_283.jpg,IMG/right_2017_06_28_00_54_08_283.jpg,0,1,0,30.18882
IMG/center_2017_06_28_00_54_08_351.jpg,IMG/left_2017_06_28_00_54_08_351.jpg,IMG/right_2017_06_28_00_54_08_351.jpg,0,1,0,30.18989
IMG/center_2017_06_28_00_54_08_435.jpg,IMG/left_2017_06_28_00_54_08_435.jpg,IMG/right_2017_06_28_00_54_08_435.jpg,0,1,0,30.19025
IMG/center_2017_06_28_00_54_08_510.jpg,IMG/left_2017_06_28_00_54_08_510.jpg,IMG/right_2017_06_28_00_54_08_510.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_08_611.jpg,IMG/left_2017_06_28_00_54_08_611.jpg,IMG/right_2017_06_28_00_54_08_611.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_08_705.jpg,IMG/left_2017_06_28_00_54_08_705.jpg,IMG/right_2017_06_28_00_54_08_705.jpg,-0.25,1,0,30.17507
IMG/center_2017_06_28_00_54_08_772.jpg,IMG/left_2017_06_28_00_54_08_772.jpg,IMG/right_2017_06_28_00_54_08_772.jpg,-0.4,1,0,30.15769
IMG/center_2017_06_28_00_54_08_870.jpg,IMG/left_2017_06_28_00_54_08_870.jpg,IMG/right_2017_06_28_00_54_08_870.jpg,0,1,0,30.18928
IMG/center_2017_06_28_00_54_08_940.jpg,IMG/left_2017_06_28_00_54_08_940.jpg,IMG/right_2017_06_28_00_54_08_940.jpg,0,1,0,30.19011
IMG/center_2017_06_28_00_54_09_027.jpg,IMG/left_2017_06_28_00_54_09_027.jpg,IMG/right_2017_06_28_00_54_09_027.jpg,0,1,0,30.19026
IMG/center_2017_06_28_00_54_09_121.jpg,IMG/left_2017_06_28_00_54_09_121.jpg,IMG/right_2017_06_28_00_54_09_121.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_09_208.jpg,IMG/left_2017_06_28_00_54_09_208.jpg,IMG/right_2017_06_28_00_54_09_208.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_09_304.jpg,IMG/left_2017_06_28_00_54_09_304.jpg,IMG/right_2017_06_28_00_54_09_304.jpg,0,1,0,30.19035
IMG/center_2017_06_28_00_54_09_396.jpg,IMG/left_2017_06_28_00_54_09_396.jpg,IMG/right_2017_06_28_00_54_09_396.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_09_497.jpg,IMG/left_2017_06_28_00_54_09_497.jpg,IMG/right_2017_06_28_00_54_09_497.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_09_565.jpg,IMG/left_2017_06_28_00_54_09_565.jpg,IMG/right_2017_06_28_00_54_09_565.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_09_634.jpg,IMG/left_2017_06_28_00_54_09_634.jpg,IMG/right_2017_06_28_00_54_09_634.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_09_702.jpg,IMG/left_2017_06_28_00_54_09_702.jpg,IMG/right_2017_06_28_00_54_09_702.jpg,-0.1,1,0,30.18764
IMG/center_2017_06_28_00_54_09_798.jpg,IMG/left_2017_06_28_00_54_09_798.jpg,IMG/right_2017_06_28_00_54_09_798.jpg,-0.35,1,0,30.16343
IMG/center_2017_06_28_00_54_09_867.jpg,IMG/left_2017_06_28_00_54_09_867.jpg,IMG/right_2017_06_28_00_54_09_867.jpg,-0.5000001,1,0,30.14534
IMG/center_2017_06_28_00_54_09_965.jpg,IMG/left_2017_06_28_00_54_09_965.jpg,IMG/right_2017_06_28_00_54_09_965.jpg,0,1,0,30.18826
IMG/center_2017_06_28_00_54_10_043.jpg,IMG/left_2017_06_28_00_54_10_043.jpg,IMG/right_2017_06_28_00_54_10_043.jpg,0,1,0,30.18991
IMG/center_2017_06_28_00_54_10_114.jpg,IMG/left_2017_06_28_00_54_10_114.jpg,IMG/right_2017_06_28_00_54_10_114.jpg,0,1,0,30.19022
IMG/center_2017_06_28_00_54_10_219.jpg,IMG/left_2017_06_28_00_54_10_219.jpg,IMG/right_2017_06_28_00_54_10_219.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_10_328.jpg,IMG/left_2017_06_28_00_54_10_328.jpg,IMG/right_2017_06_28_00_54_10_328.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_10_425.jpg,IMG/left_2017_06_28_00_54_10_425.jpg,IMG/right_2017_06_28_00_54_10_425.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_10_525.jpg,IMG/left_2017_06_28_00_54_10_525.jpg,IMG/right_2017_06_28_00_54_10_525.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_10_618.jpg,IMG/left_2017_06_28_00_54_10_618.jpg,IMG/right_2017_06_28_00_54_10_618.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_10_691.jpg,IMG/left_2017_06_28_00_54_10_691.jpg,IMG/right_2017_06_28_00_54_10_691.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_10_786.jpg,IMG/left_2017_06_28_00_54_10_786.jpg,IMG/right_2017_06_28_00_54_10_786.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_10_862.jpg,IMG/left_2017_06_28_00_54_10_862.jpg,IMG/right_2017_06_28_00_54_10_862.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_10_932.jpg,IMG/left_2017_06_28_00_54_10_932.jpg,IMG/right_2017_06_28_00_54_10_932.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_11_002.jpg,IMG/left_2017_06_28_00_54_11_002.jpg,IMG/right_2017_06_28_00_54_11_002.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_11_083.jpg,IMG/left_2017_06_28_00_54_11_083.jpg,IMG/right_2017_06_28_00_54_11_083.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_11_183.jpg,IMG/left_2017_06_28_00_54_11_183.jpg,IMG/right_2017_06_28_00_54_11_183.jpg,-0.15,1,0,30.18422
IMG/center_2017_06_28_00_54_11_275.jpg,IMG/left_2017_06_28_00_54_11_275.jpg,IMG/right_2017_06_28_00_54_11_275.jpg,-0.4,1,0,30.15751
IMG/center_2017_06_28_00_54_11_375.jpg,IMG/left_2017_06_28_00_54_11_375.jpg,IMG/right_2017_06_28_00_54_11_375.jpg,0,1,0,30.18832
IMG/center_2017_06_28_00_54_11_498.jpg,IMG/left_2017_06_28_00_54_11_498.jpg,IMG/right_2017_06_28_00_54_11_498.jpg,0,1,0,30.19012
IMG/center_2017_06_28_00_54_11_569.jpg,IMG/left_2017_06_28_00_54_11_569.jpg,IMG/right_2017_06_28_00_54_11_569.jpg,0,1,0,30.19023
IMG/center_2017_06_28_00_54_11_658.jpg,IMG/left_2017_06_28_00_54_11_658.jpg,IMG/right_2017_06_28_00_54_11_658.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_11_752.jpg,IMG/left_2017_06_28_00_54_11_752.jpg,IMG/right_2017_06_28_00_54_11_752.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_11_821.jpg,IMG/left_2017_06_28_00_54_11_821.jpg,IMG/right_2017_06_28_00_54_11_821.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_11_904.jpg,IMG/left_2017_06_28_00_54_11_904.jpg,IMG/right_2017_06_28_00_54_11_904.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_11_975.jpg,IMG/left_2017_06_28_00_54_11_975.jpg,IMG/right_2017_06_28_00_54_11_975.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_12_078.jpg,IMG/left_2017_06_28_00_54_12_078.jpg,IMG/right_2017_06_28_00_54_12_078.jpg,0,1,0,30.19027
IMG/center_2017_06_28_00_54_12_173.jpg,IMG/left_2017_06_28_00_54_12_173.jpg,IMG/right_2017_06_28_00_54_12_173.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_12_244.jpg,IMG/left_2017_06_28_00_54_12_244.jpg,IMG/right_2017_06_28_00_54_12_244.jpg,0,1,0,30.19033
IMG/center_2017_06_28_00_54_12_350.jpg,IMG/left_2017_06_28_00_54_12_350.jpg,IMG/right_2017_06_28_00_54_12_350.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_12_446.jpg,IMG/left_2017_06_28_00_54_12_446.jpg,IMG/right_2017_06_28_00_54_12_446.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_12_538.jpg,IMG/left_2017_06_28_00_54_12_538.jpg,IMG/right_2017_06_28_00_54_12_538.jpg,0,1,0,30.19026
IMG/center_2017_06_28_00_54_12_643.jpg,IMG/left_2017_06_28_00_54_12_643.jpg,IMG/right_2017_06_28_00_54_12_643.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_12_716.jpg,IMG/left_2017_06_28_00_54_12_716.jpg,IMG/right_2017_06_28_00_54_12_716.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_12_816.jpg,IMG/left_2017_06_28_00_54_12_816.jpg,IMG/right_2017_06_28_00_54_12_816.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_12_888.jpg,IMG/left_2017_06_28_00_54_12_888.jpg,IMG/right_2017_06_28_00_54_12_888.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_12_959.jpg,IMG/left_2017_06_28_00_54_12_959.jpg,IMG/right_2017_06_28_00_54_12_959.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_13_030.jpg,IMG/left_2017_06_28_00_54_13_030.jpg,IMG/right_2017_06_28_00_54_13_030.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_13_130.jpg,IMG/left_2017_06_28_00_54_13_130.jpg,IMG/right_2017_06_28_00_54_13_130.jpg,-0.25,1,0,30.17477
IMG/center_2017_06_28_00_54_13_197.jpg,IMG/left_2017_06_28_00_54_13_197.jpg,IMG/right_2017_06_28_00_54_13_197.jpg,0,1,0,30.19008
IMG/center_2017_06_28_00_54_13_264.jpg,IMG/left_2017_06_28_00_54_13_264.jpg,IMG/right_2017_06_28_00_54_13_264.jpg,0,1,0,30.18951
IMG/center_2017_06_28_00_54_13_333.jpg,IMG/left_2017_06_28_00_54_13_333.jpg,IMG/right_2017_06_28_00_54_13_333.jpg,0,1,0,30.19007
IMG/center_2017_06_28_00_54_13_431.jpg,IMG/left_2017_06_28_00_54_13_431.jpg,IMG/right_2017_06_28_00_54_13_431.jpg,0,1,0,30.19026
IMG/center_2017_06_28_00_54_13_542.jpg,IMG/left_2017_06_28_00_54_13_542.jpg,IMG/right_2017_06_28_00_54_13_542.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_13_616.jpg,IMG/left_2017_06_28_00_54_13_616.jpg,IMG/right_2017_06_28_00_54_13_616.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_13_685.jpg,IMG/left_2017_06_28_00_54_13_685.jpg,IMG/right_2017_06_28_00_54_13_685.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_13_755.jpg,IMG/left_2017_06_28_00_54_13_755.jpg,IMG/right_2017_06_28_00_54_13_755.jpg,-0.2,1,0,30.1799
IMG/center_2017_06_28_00_54_13_849.jpg,IMG/left_2017_06_28_00_54_13_849.jpg,IMG/right_2017_06_28_00_54_13_849.jpg,0,1,0,30.18933
IMG/center_2017_06_28_00_54_13_950.jpg,IMG/left_2017_06_28_00_54_13_950.jpg,IMG/right_2017_06_28_00_54_13_950.jpg,0,1,0,30.19023
IMG/center_2017_06_28_00_54_14_050.jpg,IMG/left_2017_06_28_00_54_14_050.jpg,IMG/right_2017_06_28_00_54_14_050.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_14_148.jpg,IMG/left_2017_06_28_00_54_14_148.jpg,IMG/right_2017_06_28_00_54_14_148.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_14_238.jpg,IMG/left_2017_06_28_00_54_14_238.jpg,IMG/right_2017_06_28_00_54_14_238.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_14_334.jpg,IMG/left_2017_06_28_00_54_14_334.jpg,IMG/right_2017_06_28_00_54_14_334.jpg,-0.1,1,0,30.18772
IMG/center_2017_06_28_00_54_14_411.jpg,IMG/left_2017_06_28_00_54_14_411.jpg,IMG/right_2017_06_28_00_54_14_411.jpg,0,1,0,30.19091
IMG/center_2017_06_28_00_54_14_484.jpg,IMG/left_2017_06_28_00_54_14_484.jpg,IMG/right_2017_06_28_00_54_14_484.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_14_551.jpg,IMG/left_2017_06_28_00_54_14_551.jpg,IMG/right_2017_06_28_00_54_14_551.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_14_644.jpg,IMG/left_2017_06_28_00_54_14_644.jpg,IMG/right_2017_06_28_00_54_14_644.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_14_734.jpg,IMG/left_2017_06_28_00_54_14_734.jpg,IMG/right_2017_06_28_00_54_14_734.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_14_804.jpg,IMG/left_2017_06_28_00_54_14_804.jpg,IMG/right_2017_06_28_00_54_14_804.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_14_873.jpg,IMG/left_2017_06_28_00_54_14_873.jpg,IMG/right_2017_06_28_00_54_14_873.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_14_978.jpg,IMG/left_2017_06_28_00_54_14_978.jpg,IMG/right_2017_06_28_00_54_14_978.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_15_075.jpg,IMG/left_2017_06_28_00_54_15_075.jpg,IMG/right_2017_06_28_00_54_15_075.jpg,0,1,0,30.19024
IMG/center_2017_06_28_00_54_15_147.jpg,IMG/left_2017_06_28_00_54_15_147.jpg,IMG/right_2017_06_28_00_54_15_147.jpg,-0.1,1,0,30.18768
IMG/center_2017_06_28_00_54_15_226.jpg,IMG/left_2017_06_28_00_54_15_226.jpg,IMG/right_2017_06_28_00_54_15_226.jpg,-0.3,1,0,30.16924
IMG/center_2017_06_28_00_54_15_307.jpg,IMG/left_2017_06_28_00_54_15_307.jpg,IMG/right_2017_06_28_00_54_15_307.jpg,0,1,0,30.1899
IMG/center_2017_06_28_00_54_15_380.jpg,IMG/left_2017_06_28_00_54_15_380.jpg,IMG/right_2017_06_28_00_54_15_380.jpg,0,1,0,30.19016
IMG/center_2017_06_28_00_54_15_449.jpg,IMG/left_2017_06_28_00_54_15_449.jpg,IMG/right_2017_06_28_00_54_15_449.jpg,0,1,0,30.19027
IMG/center_2017_06_28_00_54_15_525.jpg,IMG/left_2017_06_28_00_54_15_525.jpg,IMG/right_2017_06_28_00_54_15_525.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_15_596.jpg,IMG/left_2017_06_28_00_54_15_596.jpg,IMG/right_2017_06_28_00_54_15_596.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_15_696.jpg,IMG/left_2017_06_28_00_54_15_696.jpg,IMG/right_2017_06_28_00_54_15_696.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_15_768.jpg,IMG/left_2017_06_28_00_54_15_768.jpg,IMG/right_2017_06_28_00_54_15_768.jpg,-0.15,1,0,30.18432
IMG/center_2017_06_28_00_54_15_837.jpg,IMG/left_2017_06_28_00_54_15_837.jpg,IMG/right_2017_06_28_00_54_15_837.jpg,-0.35,1,0,30.16355
IMG/center_2017_06_28_00_54_15_906.jpg,IMG/left_2017_06_28_00_54_15_906.jpg,IMG/right_2017_06_28_00_54_15_906.jpg,0,1,0,30.18827
IMG/center_2017_06_28_00_54_15_974.jpg,IMG/left_2017_06_28_00_54_15_974.jpg,IMG/right_2017_06_28_00_54_15_974.jpg,0,1,0,30.18988
IMG/center_2017_06_28_00_54_16_043.jpg,IMG/left_2017_06_28_00_54_16_043.jpg,IMG/right_2017_06_28_00_54_16_043.jpg,0,1,0,30.19021
IMG/center_2017_06_28_00_54_16_115.jpg,IMG/left_2017_06_28_00_54_16_115.jpg,IMG/right_2017_06_28_00_54_16_115.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_16_182.jpg,IMG/left_2017_06_28_00_54_16_182.jpg,IMG/right_2017_06_28_00_54_16_182.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_16_250.jpg,IMG/left_2017_06_28_00_54_16_250.jpg,IMG/right_2017_06_28_00_54_16_250.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_16_318.jpg,IMG/left_2017_06_28_00_54_16_318.jpg,IMG/right_2017_06_28_00_54_16_318.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_16_390.jpg,IMG/left_2017_06_28_00_54_16_390.jpg,IMG/right_2017_06_28_00_54_16_390.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_16_515.jpg,IMG/left_2017_06_28_00_54_16_515.jpg,IMG/right_2017_06_28_00_54_16_515.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_16_594.jpg,IMG/left_2017_06_28_00_54_16_594.jpg,IMG/right_2017_06_28_00_54_16_594.jpg,0.1,1,0,30.18768
IMG/center_2017_06_28_00_54_16_682.jpg,IMG/left_2017_06_28_00_54_16_682.jpg,IMG/right_2017_06_28_00_54_16_682.jpg,0,1,0,30.19101
IMG/center_2017_06_28_00_54_16_770.jpg,IMG/left_2017_06_28_00_54_16_770.jpg,IMG/right_2017_06_28_00_54_16_770.jpg,0,1,0,30.19015
IMG/center_2017_06_28_00_54_16_866.jpg,IMG/left_2017_06_28_00_54_16_866.jpg,IMG/right_2017_06_28_00_54_16_866.jpg,0,1,0,30.19025
IMG/center_2017_06_28_00_54_16_933.jpg,IMG/left_2017_06_28_00_54_16_933.jpg,IMG/right_2017_06_28_00_54_16_933.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_17_001.jpg,IMG/left_2017_06_28_00_54_17_001.jpg,IMG/right_2017_06_28_00_54_17_001.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_17_102.jpg,IMG/left_2017_06_28_00_54_17_102.jpg,IMG/right_2017_06_28_00_54_17_102.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_17_205.jpg,IMG/left_2017_06_28_00_54_17_205.jpg,IMG/right_2017_06_28_00_54_17_205.jpg,0,1,0,30.19033
IMG/center_2017_06_28_00_54_17_284.jpg,IMG/left_2017_06_28_00_54_17_284.jpg,IMG/right_2017_06_28_00_54_17_284.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_17_375.jpg,IMG/left_2017_06_28_00_54_17_375.jpg,IMG/right_2017_06_28_00_54_17_375.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_17_446.jpg,IMG/left_2017_06_28_00_54_17_446.jpg,IMG/right_2017_06_28_00_54_17_446.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_17_513.jpg,IMG/left_2017_06_28_00_54_17_513.jpg,IMG/right_2017_06_28_00_54_17_513.jpg,-0.15,1,0,30.18423
IMG/center_2017_06_28_00_54_17_611.jpg,IMG/left_2017_06_28_00_54_17_611.jpg,IMG/right_2017_06_28_00_54_17_611.jpg,0,1,0,30.18287
IMG/center_2017_06_28_00_54_17_710.jpg,IMG/left_2017_06_28_00_54_17_710.jpg,IMG/right_2017_06_28_00_54_17_710.jpg,0,1,0,30.18985
IMG/center_2017_06_28_00_54_17_807.jpg,IMG/left_2017_06_28_00_54_17_807.jpg,IMG/right_2017_06_28_00_54_17_807.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_17_875.jpg,IMG/left_2017_06_28_00_54_17_875.jpg,IMG/right_2017_06_28_00_54_17_875.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_17_959.jpg,IMG/left_2017_06_28_00_54_17_959.jpg,IMG/right_2017_06_28_00_54_17_959.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_18_055.jpg,IMG/left_2017_06_28_00_54_18_055.jpg,IMG/right_2017_06_28_00_54_18_055.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_18_146.jpg,IMG/left_2017_06_28_00_54_18_146.jpg,IMG/right_2017_06_28_00_54_18_146.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_18_229.jpg,IMG/left_2017_06_28_00_54_18_229.jpg,IMG/right_2017_06_28_00_54_18_229.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_18_327.jpg,IMG/left_2017_06_28_00_54_18_327.jpg,IMG/right_2017_06_28_00_54_18_327.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_18_428.jpg,IMG/left_2017_06_28_00_54_18_428.jpg,IMG/right_2017_06_28_00_54_18_428.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_18_495.jpg,IMG/left_2017_06_28_00_54_18_495.jpg,IMG/right_2017_06_28_00_54_18_495.jpg,0,1,0,30.19032
IMG/center_2017_06_28_00_54_18_563.jpg,IMG/left_2017_06_28_00_54_18_563.jpg,IMG/right_2017_06_28_00_54_18_563.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_18_631.jpg,IMG/left_2017_06_28_00_54_18_631.jpg,IMG/right_2017_06_28_00_54_18_631.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_18_700.jpg,IMG/left_2017_06_28_00_54_18_700.jpg,IMG/right_2017_06_28_00_54_18_700.jpg,0,1,0,30.1903
IMG/center_2017_06_28_00_54_18_768.jpg,IMG/left_2017_06_28_00_54_18_768.jpg,IMG/right_2017_06_28_00_54_18_768.jpg,-0.15,1,0,30.18422
IMG/center_2017_06_28_00_54_18_839.jpg,IMG/left_2017_06_28_00_54_18_839.jpg,IMG/right_2017_06_28_00_54_18_839.jpg,0,1,0,30.19033
IMG/center_2017_06_28_00_54_18_938.jpg,IMG/left_2017_06_28_00_54_18_938.jpg,IMG/right_2017_06_28_00_54_18_938.jpg,0,1,0,30.19027
IMG/center_2017_06_28_00_54_19_006.jpg,IMG/left_2017_06_28_00_54_19_006.jpg,IMG/right_2017_06_28_00_54_19_006.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_19_075.jpg,IMG/left_2017_06_28_00_54_19_075.jpg,IMG/right_2017_06_28_00_54_19_075.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_19_149.jpg,IMG/left_2017_06_28_00_54_19_149.jpg,IMG/right_2017_06_28_00_54_19_149.jpg,0,1,0,30.19029
IMG/center_2017_06_28_00_54_19_224.jpg,IMG/left_2017_06_28_00_54_19_224.jpg,IMG/right_2017_06_28_00_54_19_224.jpg,0,1,0,30.19028
IMG/center_2017_06_28_00_54_19_323.jpg,IMG/left_2017_06_28_00_54_19_323.jpg,IMG/right_2017_06_28_00_54_19_323.jpg,0,1,0,30.19031
IMG/center_2017_06_28_00_54_19_420.jpg,IMG/left_2017_06_28_00_54_19_420.jpg,IMG/right_2017_06_28_00_54_19_420.jpg,0,1,0,30.19027
